ID,NAME,CODE_GENDER,FLAG_OWN_CAR,OWN_CAR,MARK_CAR,FLAG_OWN_REALTY,OWN_REALITY,MARK_REALTY,CNT_CHILDREN,MARK_CHILD,AMT_INCOME_TOTAL,MARK_INCOME,NAME_INCOME_TYPE,MARK_OCCUPATION,NAME_EDUCATION_TYPE,MARK_EDUCATION,NAME_FAMILY_STATUS,MARK_FAMILY,NAME_HOUSING_TYPE,MARK_HOUSE,DAYS_BIRTH,AGE,MARK_BIRTH,DAYS_EMPLOYED,EMP_YEARS,MARK_EMPLOYED,FLAG_MOBIL,MARK_MOBILE,FLAG_WORK_PHONE,MARK_WORK_PHONE,FLAG_PHONE,MARK_PHONE,FLAG_EMAIL,MARK_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MARK_FAM_MEM,Credit score
5009263,Kathleen,Female,N,0,0,N,0,0,0,10,202500,6,State servant,10,Higher education,8,Married,10,With parents,6,-14562,39.89589041,4,-1287,3.526027397,4,1,1,0,0,1,3,0,0,Core staff,2,10,72
6153558,Kendra,Female,N,0,0,N,0,0,0,10,202500,6,State servant,10,Higher education,8,Married,10,With parents,6,-14562,39.89589041,4,-1287,3.526027397,4,1,1,0,0,1,3,0,0,Core staff,2,10,72
5009264,Emma,Female,N,0,0,N,0,0,0,10,40500,2,Pensioner,2,Secondary / secondary special,4,Single / not married,2,House / apartment,10,-21091,57.78356164,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,1,10,46
5009266,Eric,Male,Y,1,5,N,0,0,0,10,337500,6,State servant,10,Higher education,8,Married,10,With parents,6,-10266,28.1260274,5,-1652,4.526027397,4,1,1,1,3,1,3,0,0,Managers,2,10,81
5009267,Brian,Male,Y,1,5,N,0,0,0,10,337500,6,State servant,10,Higher education,8,Married,10,With parents,6,-10266,28.1260274,5,-1652,4.526027397,4,1,1,1,3,1,3,0,0,Managers,2,10,81
5009271,Nathan,Male,N,0,0,N,0,0,0,10,180000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,Municipal apartment,4,-14781,40.49589041,3,-2443,6.693150685,5,1,1,0,0,1,3,0,0,Laborers,2,10,62
5009274,Jordan,Male,N,0,0,N,0,0,0,10,180000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,Municipal apartment,4,-14781,40.49589041,3,-2443,6.693150685,5,1,1,0,0,1,3,0,0,Laborers,2,10,62
5009277,Raymond,Male,N,0,0,N,0,0,0,10,180000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,Municipal apartment,4,-14781,40.49589041,3,-2443,6.693150685,5,1,1,0,0,1,3,0,0,Laborers,2,10,62
5009278,Julie,Female,N,0,0,N,0,0,0,10,130500,6,Working,8,Secondary / secondary special,4,Civil marriage,8,House / apartment,10,-15140,41.47945205,3,-4816,13.19452055,5,1,1,0,0,1,3,0,0,Cleaning staff,2,10,68
5009281,Jill,Female,N,0,0,N,0,0,0,10,130500,6,Working,8,Secondary / secondary special,4,Civil marriage,8,House / apartment,10,-15140,41.47945205,3,-4816,13.19452055,5,1,1,0,0,1,3,0,0,Cleaning staff,2,10,68
5009296,Haley,Female,N,0,0,N,0,0,0,10,144000,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-21041,57.64657534,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,2,10,61
5009301,Kathryn,Female,N,0,0,N,0,0,0,10,193500,6,Working,8,Secondary / secondary special,4,Single / not married,2,Municipal apartment,4,-16099,44.10684932,3,-1866,5.112328767,5,1,1,0,0,1,3,0,0,Laborers,1,10,56
6153561,Leah,Female,N,0,0,N,0,0,0,10,193500,6,Working,8,Secondary / secondary special,4,Single / not married,2,Municipal apartment,4,-16099,44.10684932,3,-1866,5.112328767,5,1,1,0,0,1,3,0,0,Laborers,1,10,56
5009306,Misty,Female,Y,1,5,N,0,0,0,10,135000,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-20140,55.17808219,2,365243,1000.665753,3,1,1,0,0,1,3,1,3,,2,10,69
5009312,Chelsea,Female,Y,1,5,N,0,0,0,10,135000,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-20140,55.17808219,2,365243,1000.665753,3,1,1,0,0,1,3,1,3,,2,10,69
5009325,Calvin,Male,Y,1,5,N,0,0,0,10,267750,6,Working,8,Higher education,8,Married,10,House / apartment,10,-20991,57.50958904,2,-4727,12.95068493,5,1,1,0,0,1,3,0,0,Laborers,2,10,78
5009332,Johnny,Male,Y,1,5,N,0,0,0,10,267750,6,Working,8,Higher education,8,Married,10,House / apartment,10,-20991,57.50958904,2,-4727,12.95068493,5,1,1,0,0,1,3,0,0,Laborers,2,10,78
5009338,Tommy,Male,N,0,0,N,0,0,0,10,67500,4,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-18674,51.16164384,2,-5304,14.53150685,5,1,1,1,3,1,3,0,0,Security staff,2,10,70
5009344,Blake,Male,Y,1,5,N,0,0,0,10,252000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-10750,29.45205479,5,-2443,6.693150685,5,1,1,0,0,0,0,0,0,High skill tech staff,2,10,74
5009345,Edward,Male,Y,1,5,N,0,0,0,10,252000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-10750,29.45205479,5,-2443,6.693150685,5,1,1,0,0,0,0,0,0,High skill tech staff,2,10,74
5009346,Benjamin,Male,Y,1,5,N,0,0,0,10,252000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-10750,29.45205479,5,-2443,6.693150685,5,1,1,0,0,0,0,0,0,High skill tech staff,2,10,74
5009354,William,Male,N,0,0,N,0,0,0,10,180000,6,Commercial associate,6,Lower secondary,2,Married,10,House / apartment,10,-21155,57.95890411,2,-130,0.356164384,1,1,1,0,0,1,3,0,0,Drivers,2,10,61
5009358,Tracy,Female,N,0,0,N,0,0,0,10,135000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-19692,53.95068493,2,-5273,14.44657534,5,1,1,1,3,1,3,0,0,Laborers,2,10,70
5009359,Kristine,Female,Y,1,5,N,0,0,0,10,900000,8,Working,8,Higher education,8,Single / not married,2,House / apartment,10,-19063,52.22739726,2,-7404,20.28493151,5,1,1,0,0,0,0,0,0,Managers,1,10,69
5009362,Walter,Male,Y,1,5,N,0,0,0,10,180000,6,Commercial associate,6,Higher education,8,Civil marriage,8,House / apartment,10,-14867,40.73150685,3,-586,1.605479452,2,1,1,1,3,0,0,0,0,Drivers,2,10,72
5009363,Samuel,Male,Y,1,5,N,0,0,0,10,180000,6,Commercial associate,6,Higher education,8,Civil marriage,8,House / apartment,10,-14867,40.73150685,3,-586,1.605479452,2,1,1,1,3,0,0,0,0,Drivers,2,10,72
5009364,Ian,Male,Y,1,5,N,0,0,0,10,180000,6,Commercial associate,6,Higher education,8,Civil marriage,8,House / apartment,10,-14867,40.73150685,3,-586,1.605479452,2,1,1,1,3,0,0,0,0,Drivers,2,10,72
5009365,Jeffrey,Male,Y,1,5,N,0,0,0,10,180000,6,Commercial associate,6,Higher education,8,Civil marriage,8,House / apartment,10,-14867,40.73150685,3,-586,1.605479452,2,1,1,1,3,0,0,0,0,Drivers,2,10,72
5009368,George,Male,Y,1,5,N,0,0,0,10,115290,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-23187,63.5260274,2,365243,1000.665753,3,1,1,0,0,1,3,1,3,,2,10,69
5009372,Adrian,Male,Y,1,5,N,0,0,0,10,115290,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-23187,63.5260274,2,365243,1000.665753,3,1,1,0,0,1,3,1,3,,2,10,69
5009373,Jared,Male,Y,1,5,N,0,0,0,10,115290,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-23187,63.5260274,2,365243,1000.665753,3,1,1,0,0,1,3,1,3,,2,10,69
5009378,Sharon,Female,N,0,0,N,0,0,2,8,225000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-11281,30.90684932,4,-1744,4.778082192,4,1,1,1,3,0,0,1,3,Core staff,4,8,73
5009379,Shane,Male,Y,1,5,N,0,0,1,8,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9430,25.83561644,5,-1195,3.273972603,4,1,1,1,3,0,0,0,0,Sales staff,3,8,72
5009380,Douglas,Male,Y,1,5,N,0,0,1,8,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9430,25.83561644,5,-1195,3.273972603,4,1,1,1,3,0,0,0,0,Sales staff,3,8,72
5009383,Tara,Female,N,0,0,N,0,0,0,10,450000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-14718,40.32328767,3,-5578,15.28219178,5,1,1,0,0,1,3,0,0,Managers,2,10,76
5009386,Jenna,Female,N,0,0,N,0,0,0,10,450000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-14718,40.32328767,3,-5578,15.28219178,5,1,1,0,0,1,3,0,0,Managers,2,10,76
5009387,Penny,Female,N,0,0,N,0,0,0,10,450000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-14718,40.32328767,3,-5578,15.28219178,5,1,1,0,0,1,3,0,0,Managers,2,10,76
6153591,Dakota,Male,N,0,0,N,0,0,0,10,279000,6,State servant,10,Higher education,8,Single / not married,2,House / apartment,10,-11042,30.25205479,4,-3174,8.695890411,5,1,1,0,0,0,0,0,0,Core staff,1,10,66
5009398,Melinda,Female,N,0,0,N,0,0,1,8,76500,4,Working,8,Higher education,8,Civil marriage,8,House / apartment,10,-12506,34.2630137,4,-495,1.356164384,2,1,1,1,3,0,0,0,0,Accountants,3,8,64
5009401,Margaret,Female,N,0,0,N,0,0,1,8,76500,4,Working,8,Higher education,8,Civil marriage,8,House / apartment,10,-12506,34.2630137,4,-495,1.356164384,2,1,1,1,3,0,0,0,0,Accountants,3,8,64
5009403,Derrick,Male,N,0,0,N,0,0,0,10,202500,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-20604,56.44931507,2,-252,0.690410959,1,1,1,1,3,1,3,0,0,Security staff,2,10,66
6153594,Dana,Female,N,0,0,N,0,0,2,8,67500,4,Commercial associate,6,Higher education,8,Married,10,House / apartment,10,-10331,28.30410959,5,-433,1.18630137,2,1,1,0,0,1,3,0,0,Core staff,4,8,65
5009408,Alan,Male,N,0,0,N,0,0,0,10,234000,6,Working,8,Incomplete higher,6,Married,10,House / apartment,10,-13923,38.14520548,4,-2290,6.273972603,5,1,1,1,3,1,3,0,0,Drivers,2,10,76
5009418,Carla,Female,N,0,0,N,0,0,0,10,90000,4,Working,8,Secondary / secondary special,4,Single / not married,2,House / apartment,10,-19304,52.88767123,2,-464,1.271232877,2,1,1,1,3,1,3,0,0,Core staff,1,10,59
5009426,Charles,Male,N,0,0,N,0,0,0,10,99000,4,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-19944,54.64109589,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,56
5009429,Ronnie,Male,N,0,0,N,0,0,0,10,198000,6,Working,8,Secondary / secondary special,4,Single / not married,2,With parents,6,-8657,23.71780822,5,-1164,3.189041096,4,1,1,1,3,0,0,0,0,Laborers,1,10,59
5009437,Gloria,Female,N,0,0,N,0,0,0,10,76500,4,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-23480,64.32876712,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,56
5009442,Tanya,Female,N,0,0,N,0,0,0,10,90000,4,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-9489,25.99726027,5,-1682,4.608219178,4,1,1,0,0,1,3,0,0,,2,10,71
5009444,Amber,Female,N,0,0,N,0,0,0,10,90000,4,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-9489,25.99726027,5,-1682,4.608219178,4,1,1,0,0,1,3,0,0,,2,10,71
5009447,Dustin,Male,Y,1,5,N,0,0,0,10,81000,4,Working,8,Secondary / secondary special,4,Married,10,With parents,6,-14435,39.54794521,4,-3386,9.276712329,5,1,1,1,3,0,0,0,0,Drivers,2,10,70
5009455,Lindsey,Female,N,0,0,N,0,0,0,10,202500,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-17274,47.3260274,3,-1348,3.693150685,4,1,1,0,0,1,3,0,0,Laborers,2,10,75
5009456,Kelsey,Female,N,0,0,N,0,0,0,10,202500,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-17274,47.3260274,3,-1348,3.693150685,4,1,1,0,0,1,3,0,0,Laborers,2,10,75
5009457,Molly,Female,N,0,0,N,0,0,0,10,202500,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-17274,47.3260274,3,-1348,3.693150685,4,1,1,0,0,1,3,0,0,Laborers,2,10,75
6153614,Brianna,Female,N,0,0,N,0,0,0,10,202500,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-17274,47.3260274,3,-1348,3.693150685,4,1,1,0,0,1,3,0,0,Laborers,2,10,75
5009459,Samantha,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19702,53.97808219,2,-9870,27.04109589,5,1,1,1,3,1,3,0,0,,2,10,72
5009470,Sydney,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19702,53.97808219,2,-9870,27.04109589,5,1,1,1,3,1,3,0,0,,2,10,72
6153627,Melanie,Female,N,0,0,N,0,0,0,10,180000,6,Commercial associate,6,Higher education,8,Married,10,House / apartment,10,-13241,36.27671233,4,-4451,12.19452055,5,1,1,0,0,1,3,0,0,,2,10,73
5009484,Sabrina,Female,N,0,0,N,0,0,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,Municipal apartment,4,-12130,33.23287671,4,-798,2.18630137,2,1,1,0,0,0,0,0,0,Cooking staff,2,10,59
5009485,Destiny,Female,N,0,0,N,0,0,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,Municipal apartment,4,-12130,33.23287671,4,-798,2.18630137,2,1,1,0,0,0,0,0,0,Cooking staff,2,10,59
5009487,Katrina,Female,N,0,0,N,0,0,2,8,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9736,26.6739726,5,-2870,7.863013699,5,1,1,0,0,0,0,0,0,,4,8,65
5009490,Edgar,Male,Y,1,5,N,0,0,0,10,135000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-16196,44.37260274,3,-6218,17.03561644,5,1,1,1,3,1,3,0,0,Laborers,2,10,76
6153634,Philip,Male,Y,1,5,N,0,0,0,10,135000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-16196,44.37260274,3,-6218,17.03561644,5,1,1,1,3,1,3,0,0,Laborers,2,10,76
5009494,Derek,Male,Y,1,5,N,0,0,0,10,270000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-11706,32.07123288,4,-1164,3.189041096,4,1,1,1,3,0,0,1,3,Drivers,2,10,76
5009500,Spencer,Male,Y,1,5,N,0,0,0,10,270000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-11706,32.07123288,4,-1164,3.189041096,4,1,1,1,3,0,0,1,3,Drivers,2,10,76
6153635,Gregory,Male,Y,1,5,N,0,0,0,10,270000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-11706,32.07123288,4,-1164,3.189041096,4,1,1,1,3,0,0,1,3,Drivers,2,10,76
5009508,Erin,Female,N,0,0,N,0,0,0,10,202500,6,Working,8,Higher education,8,Married,10,House / apartment,10,-16100,44.10958904,3,-4939,13.53150685,5,1,1,0,0,1,3,0,0,Core staff,2,10,74
5009516,Courtney,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Incomplete higher,6,Married,10,House / apartment,10,-16888,46.26849315,3,-2687,7.361643836,5,1,1,0,0,0,0,0,0,Core staff,2,10,69
5009517,Heidi,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Incomplete higher,6,Married,10,House / apartment,10,-16888,46.26849315,3,-2687,7.361643836,5,1,1,0,0,0,0,0,0,Core staff,2,10,69
6153639,Rhonda,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Incomplete higher,6,Married,10,House / apartment,10,-16888,46.26849315,3,-2687,7.361643836,5,1,1,0,0,0,0,0,0,Core staff,2,10,69
5009518,Tyrone,Male,Y,1,5,N,0,0,2,8,180000,6,Working,8,Incomplete higher,6,Married,10,House / apartment,10,-12463,34.14520548,4,-2170,5.945205479,5,1,1,1,3,0,0,0,0,Laborers,4,8,74
5009525,Randy,Male,Y,1,5,N,0,0,1,8,112500,6,Working,8,Secondary / secondary special,4,Separated,4,Co-op apartment,9,-11998,32.87123288,4,-1135,3.109589041,4,1,1,1,3,0,0,0,0,Laborers,2,10,66
5009526,Casey,Female,Y,1,5,N,0,0,0,10,157500,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-13590,37.23287671,4,-982,2.690410959,2,1,1,0,0,1,3,0,0,,2,10,71
5009536,Ruben,Male,Y,1,5,N,0,0,0,10,216000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15455,42.34246575,3,-890,2.438356164,2,1,1,1,3,0,0,0,0,Laborers,2,10,72
5009537,Meagan,Female,Y,1,5,N,0,0,0,10,202500,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-15527,42.53972603,3,-1744,4.778082192,4,1,1,1,3,1,3,0,0,Sales staff,2,10,75
5009541,Allison,Female,Y,1,5,N,0,0,0,10,202500,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-15527,42.53972603,3,-1744,4.778082192,4,1,1,1,3,1,3,0,0,Sales staff,2,10,75
5009567,Devin,Male,Y,1,5,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15153,41.51506849,3,-3143,8.610958904,5,1,1,1,3,1,3,0,0,Laborers,2,10,78
5009568,Stanley,Male,Y,1,5,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15153,41.51506849,3,-3143,8.610958904,5,1,1,1,3,1,3,0,0,Laborers,2,10,78
5009570,Troy,Male,Y,1,5,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15153,41.51506849,3,-3143,8.610958904,5,1,1,1,3,1,3,0,0,Laborers,2,10,78
5009579,Mckenzie,Female,N,0,0,N,0,0,0,10,112500,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-21316,58.4,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,58
5009595,Sonya,Female,Y,1,5,N,0,0,0,10,144000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17383,47.62465753,3,-890,2.438356164,2,1,1,1,3,1,3,0,0,Core staff,2,10,75
5009597,Marissa,Female,Y,1,5,N,0,0,0,10,144000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17383,47.62465753,3,-890,2.438356164,2,1,1,1,3,1,3,0,0,Core staff,2,10,75
6153655,Caitlin,Female,Y,1,5,N,0,0,0,10,315000,6,Commercial associate,6,Higher education,8,Married,10,House / apartment,10,-13455,36.8630137,4,-2748,7.528767123,5,1,1,1,3,1,3,0,0,Sales staff,2,10,81
5009606,Colleen,Female,N,0,0,N,0,0,1,8,112500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12872,35.26575342,4,-3720,10.19178082,5,1,1,1,3,0,0,0,0,Sales staff,3,8,67
5009607,Dawn,Female,N,0,0,N,0,0,2,8,144000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12277,33.63561644,4,-982,2.690410959,2,1,1,1,3,1,3,0,0,High skill tech staff,4,8,67
5009609,Latoya,Female,N,0,0,N,0,0,2,8,144000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12277,33.63561644,4,-982,2.690410959,2,1,1,1,3,1,3,0,0,High skill tech staff,4,8,67
5009613,Taylor,Female,N,0,0,N,0,0,2,8,144000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12277,33.63561644,4,-982,2.690410959,2,1,1,1,3,1,3,0,0,High skill tech staff,4,8,67
5009614,Tracey,Female,N,0,0,N,0,0,2,8,144000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12277,33.63561644,4,-982,2.690410959,2,1,1,1,3,1,3,0,0,High skill tech staff,4,8,67
5009618,Kenneth,Male,Y,1,5,N,0,0,0,10,225000,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-17367,47.58082192,3,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,64
6153657,Joe,Male,Y,1,5,N,0,0,0,10,225000,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-17367,47.58082192,3,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,64
5009620,Cameron,Male,Y,1,5,N,0,0,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19056,52.20821918,2,-99,0.271232877,1,1,1,1,3,0,0,0,0,Drivers,2,10,70
5009622,Erik,Male,Y,1,5,N,0,0,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19056,52.20821918,2,-99,0.271232877,1,1,1,1,3,0,0,0,0,Drivers,2,10,70
5009632,Alice,Female,N,0,0,N,0,0,0,10,112500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9890,27.09589041,5,-2047,5.608219178,5,1,1,0,0,1,3,0,0,Laborers,2,10,72
5009634,Maurice,Male,Y,1,5,N,0,0,1,8,144000,6,Working,8,Incomplete higher,6,Married,10,House / apartment,10,-10049,27.53150685,5,-283,0.775342466,1,1,1,1,3,0,0,0,0,Drivers,3,8,71
5009654,Victoria,Female,N,0,0,N,0,0,0,10,135000,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-18650,51.09589041,2,-10936,29.96164384,5,1,1,0,0,1,3,0,0,,2,10,71
5009655,Joann,Female,N,0,0,N,0,0,0,10,135000,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-18650,51.09589041,2,-10936,29.96164384,5,1,1,0,0,1,3,0,0,,2,10,71
5009661,Xavier,Male,N,0,0,N,0,0,0,10,225000,6,Working,8,Higher education,8,Single / not married,2,House / apartment,10,-10166,27.85205479,5,-1774,4.860273973,4,1,1,1,3,0,0,0,0,,1,10,67
5009663,Greg,Male,N,0,0,N,0,0,0,10,225000,6,Working,8,Higher education,8,Single / not married,2,House / apartment,10,-10166,27.85205479,5,-1774,4.860273973,4,1,1,1,3,0,0,0,0,,1,10,67
5009677,Valerie,Female,N,0,0,N,0,0,0,10,90000,4,Pensioner,2,Secondary / secondary special,4,Widow,6,House / apartment,10,-21688,59.41917808,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,1,10,55
5009693,Elaine,Female,N,0,0,N,0,0,0,10,153000,6,Pensioner,2,Secondary / secondary special,4,Separated,4,House / apartment,10,-23299,63.83287671,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,1,10,55
6153677,Meghan,Female,N,0,0,N,0,0,0,10,153000,6,Pensioner,2,Secondary / secondary special,4,Separated,4,House / apartment,10,-23299,63.83287671,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,1,10,55
5009699,Russell,Male,Y,1,5,N,0,0,0,10,1350000,10,Commercial associate,6,Higher education,8,Married,10,Municipal apartment,4,-12999,35.61369863,4,-1560,4.273972603,4,1,1,0,0,1,3,1,3,Managers,2,10,78
5090752,Mitchell,Male,Y,1,5,N,0,0,0,10,1350000,10,Commercial associate,6,Higher education,8,Married,10,Municipal apartment,4,-12999,35.61369863,4,-1560,4.273972603,4,1,1,0,0,1,3,1,3,Managers,2,10,78
5009704,Melody,Female,N,0,0,N,0,0,0,10,139500,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-20863,57.15890411,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,58
5009707,Renee,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Higher education,8,Married,10,House / apartment,10,-11644,31.90136986,4,-344,0.942465753,1,1,1,0,0,0,0,0,0,Managers,2,10,68
5009711,Carly,Female,Y,1,5,N,0,0,0,10,135000,6,Working,8,Secondary / secondary special,4,Civil marriage,8,With parents,6,-11102,30.41643836,4,-433,1.18630137,2,1,1,1,3,1,3,0,0,Sales staff,2,10,70
5009714,Eugene,Male,N,0,0,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Single / not married,2,House / apartment,10,-9380,25.69863014,5,-1713,4.693150685,4,1,1,1,3,1,3,0,0,,1,10,66
5009718,Mathew,Male,N,0,0,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Single / not married,2,House / apartment,10,-9380,25.69863014,5,-1713,4.693150685,4,1,1,1,3,1,3,0,0,,1,10,66
5009731,Alexander,Male,Y,1,5,N,0,0,0,10,292500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-13178,36.10410959,4,-1317,3.608219178,4,1,1,1,3,0,0,0,0,Laborers,2,10,75
5009743,Kristin,Female,N,0,0,N,0,0,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12328,33.77534247,4,-2474,6.778082192,5,1,1,1,3,1,3,0,0,Sales staff,2,10,74
5009745,Debbie,Female,Y,1,5,N,0,0,0,10,315000,6,Commercial associate,6,Higher education,8,Married,10,House / apartment,10,-13557,37.14246575,4,-586,1.605479452,2,1,1,1,3,1,3,0,0,,2,10,78
5009760,Elijah,Male,Y,1,5,N,0,0,0,10,270000,6,Working,8,Higher education,8,Single / not married,2,House / apartment,10,-9087,24.89589041,5,-1682,4.608219178,4,1,1,0,0,0,0,0,0,Laborers,1,10,69
5009789,Diamond,Female,N,0,0,N,0,0,0,10,198000,6,Pensioner,2,Secondary / secondary special,4,Widow,6,House / apartment,10,-22002,60.27945205,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,1,10,57
5009794,Karina,Female,N,0,0,N,0,0,0,10,198000,6,Pensioner,2,Secondary / secondary special,4,Widow,6,House / apartment,10,-22002,60.27945205,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,1,10,57
6153701,Carmen,Female,N,0,0,N,0,0,0,10,198000,6,Pensioner,2,Secondary / secondary special,4,Widow,6,House / apartment,10,-22002,60.27945205,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,1,10,57
5009813,Toni,Female,N,0,0,N,0,0,1,8,202500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-11813,32.36438356,4,-3266,8.947945205,5,1,1,1,3,1,3,0,0,Sales staff,3,8,70
5090773,Janice,Female,N,0,0,N,0,0,1,8,202500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-11813,32.36438356,4,-3266,8.947945205,5,1,1,1,3,1,3,0,0,Sales staff,3,8,70
5009826,Annette,Female,N,0,0,N,0,0,0,10,112500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15759,43.17534247,3,-374,1.024657534,2,1,1,1,3,0,0,0,0,Sales staff,2,10,67
5009829,Alicia,Female,N,0,0,N,0,0,0,10,112500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15759,43.17534247,3,-374,1.024657534,2,1,1,1,3,0,0,0,0,Sales staff,2,10,67
5009832,Martin,Male,Y,1,5,N,0,0,0,10,166500,6,Working,8,Higher education,8,Married,10,With parents,6,-10435,28.5890411,5,-1713,4.693150685,4,1,1,1,3,0,0,0,0,Core staff,2,10,76
